"x1","x2","x3","Noten","R"
92.9232658746215,-8.65448954049498,75.0018834743182,6,TRUE
26.5254410684613,6.16090889554471,37.8740976543031,6,TRUE
5.54709276876232,-1.4949270663783,0.375799347780992,5,TRUE
58.5309284853805,-6.79943390190601,46.5641960040097,5,TRUE
0.212056221424617,0.918700364418328,1.04419034587307,4,FALSE
-6.30256590288753,1.88731628935784,2.54736096205281,2,FALSE
25.2708099118887,-3.77527134492993,15.1429375772264,5,TRUE
70.8678738612063,9.57226064521819,92.932064828477,1,FALSE
2.72746742209129,-0.801204852759838,0.504553468162864,3,FALSE
37.0768966721879,-4.92625957820565,24.7051964628608,5,TRUE
1.05021711977187,3.09705440886319,8.03362181228267,3,FALSE
31.8209619449478,6.60243806894869,43.4594644406919,1,FALSE
58.9776454058363,8.55827153194696,74.12143402517,4,FALSE
38.3567192167059,7.13424236513674,51.5944587438328,2,FALSE
44.1861713639262,7.55150272976607,57.7425866886904,3,FALSE
-0.209610844242378,2.88423703052104,7.56763154933122,6,TRUE
1.32229130527972,-0.241379360668361,0.429575195376988,2,FALSE
54.7884039170229,8.29332323744893,68.926963856832,5,TRUE
5.45424892524564,3.75393947120756,12.6201590963514,3,FALSE
16.6591193047485,5.17827159259468,27.5195606096374,3,FALSE
8.4431860158142,4.05500785447657,17.6792327560076,2,FALSE
14.0068887100023,-2.49636699911207,6.48775030427662,5,TRUE
0.331685101913884,0.954897678457201,1.05414165097599,5,TRUE
46.1160968687744,7.5146348355338,56.3356900098861,3,TRUE
-0.0467550801671546,0.547543410211802,-0.936362735800288,4,FALSE
15.9242670322362,-2.78332471847534,10.4974064418262,5,TRUE
13.457674799098,4.49121966958046,21.4275364704332,5,FALSE
27.6958358249581,6.07855948153883,37.0217313505873,4,FALSE
44.5637514589955,-5.45957456342876,30.6444824085053,5,TRUE
38.4514411943114,-5.34540247637779,27.8239798311322,6,TRUE
30.2201244262029,6.56228858046234,43.1952153715903,3,FALSE
37.5467572174972,6.88157112337649,49.0100431666527,5,FALSE
-1.40647039992984,2.24232039880008,4.48290854884022,2,FALSE
2.28463534537582,0.891705332323909,1.82265907513496,6,TRUE
74.9452032297244,-7.6927487179637,58.5572839713595,3,FALSE
77.2084614591528,-7.71893156692386,57.4425985475648,6,TRUE
50.6572693315047,-5.64506073482335,33.0323126649304,6,FALSE
66.0688099771123,9.17700742837042,84.4817705767193,4,FALSE
20.7768266906465,5.36407479550689,29.4929854832076,5,TRUE
43.0994632291157,7.5214254995808,56.9724632268649,5,TRUE
2.45890736605081,1.71744452323765,3.00689378959044,1,FALSE
23.9397364796188,6.01195293944329,35.7383675520517,1,FALSE
39.3006557359354,-5.1398564549163,26.8006634826405,2,FALSE
65.6118255245889,9.23777368385345,84.4277569537471,5,TRUE
24.8380601857778,5.65072592813522,33.599119036211,5,TRUE
29.2392983418274,6.85391910839826,46.6589392964263,4,FALSE
38.3719719270219,-5.13235331978649,26.8355218458457,6,FALSE
53.1787627229558,-6.39963002409786,40.1838835184792,2,FALSE
10.1010355356186,-2.34620008151978,5.35475998741398,3,FALSE
52.0188578824994,-6.34337866213173,40.0771499449159,3,FALSE
14.179525529574,5.18869877327234,26.2376842173524,4,FALSE
9.04714537063898,-1.72739312984049,4.30102678176111,5,TRUE
62.419030170968,-6.78764200769365,46.155121838048,3,FALSE
22.9097216446547,6.02006272412837,36.306850502181,3,FALSE
74.1778778939034,-7.68088212702423,58.0570325934785,1,FALSE
41.6902704005428,6.99409761931747,49.6719905297398,5,TRUE
122.41055683949,-9.99786830507219,102.099039785684,4,FALSE
51.0255571397735,8.0826234864071,67.717518977087,1,FALSE
24.4202483339693,6.03735976852477,35.5102180106839,3,FALSE
11.8911613578781,-2.39162603393197,5.74060590627408,6,TRUE
119.122617007863,-9.81763186398894,96.9989008848417,3,FALSE
111.412425985421,-9.59058984648436,90.9596753860663,6,TRUE
114.80129805851,-9.66224965639412,93.4720832302254,4,FALSE
3.23572300131418,-0.406181700527668,1.10329623186839,6,TRUE
71.6843633703418,-7.75662606116384,59.6491314604425,2,FALSE
58.792955309614,-6.77094212267548,46.1612024734572,5,TRUE
1.62488611405645,0.831219046376646,0.585739713771611,2,TRUE
54.9367899048403,-6.27399038523436,39.7660869269018,3,FALSE
65.322201848074,9.04989514499903,82.1360280921784,4,FALSE
28.9504032785897,-4.11739985458553,17.9039956195499,3,FALSE
73.7688764360346,-7.77357324026525,58.1370647140693,5,TRUE
57.8188832101191,-6.6482584644109,43.793426366093,5,TRUE
38.0523460373076,-5.26286174543202,26.2503799501209,6,TRUE
6.65515893291949,3.10859153047204,9.85833378635894,4,FALSE
0.0618514674442079,1.63818450178951,3.2326023526253,3,FALSE
