"x1","x2","x3","Noten","R"
42.0004544865748,-5.51261187996715,32.0968348427991,2,FALSE
18.7946437522153,5.21603435277939,28.0034780047175,3,FALSE
64.7681124511603,-7.20360343810171,52.4619023695396,3,FALSE
22.5992929342134,5.92981904745102,35.9974151871076,3,FALSE
29.5673341248707,-4.39769295509905,18.5427102949048,3,FALSE
-2.74443973349246,1.62754603661597,1.841141999472,4,FALSE
96.039867912097,-8.73637893237174,76.317022121603,2,FALSE
51.0607840205331,-5.99281843286008,36.2415284946911,5,TRUE
19.2194903012797,-3.0784607399255,10.2209363613,5,TRUE
-2.7714286965153,0.519750905223191,-0.230329302663992,4,FALSE
15.8362446290951,5.12354351114482,26.8390980362175,1,FALSE
77.65122592105,-7.8714107349515,62.0906972903621,4,FALSE
6.98895611559338,3.07900920510292,10.1561562455548,2,FALSE
53.7274214169314,-6.47524623665959,40.8491239756748,5,TRUE
56.9224527454358,-6.41192289534956,41.8335596987759,2,FALSE
71.1946814283367,-7.84028921741992,58.7547161491872,4,FALSE
10.2495217698246,-2.36619647126645,4.80389634044947,6,TRUE
12.8398101821822,-2.89819829631597,7.31537414064399,2,FALSE
47.4470922560597,7.86614005453885,63.8801386332403,3,FALSE
64.0149331917008,-7.05930723808706,49.3858267960106,5,TRUE
47.7116929882118,8.05375264026225,64.10177378598,1,FALSE
66.2726785906913,9.16683518793434,83.7661055714207,3,FALSE
14.3871720687203,-3.03666178602725,9.71673044893413,5,TRUE
19.584574639626,-3.24946476146579,8.83777497280195,3,FALSE
105.668634705719,-9.14618892595172,84.4822700182602,5,TRUE
23.0577119309777,6.05749931186438,35.3095794787055,5,TRUE
23.9447832370873,-3.88888115528971,15.4843440247381,6,FALSE
35.1807664273792,-4.92838440928608,23.9327559858582,3,FALSE
24.7521441693226,-3.81307440344244,15.7532935283771,4,FALSE
90.577291174488,-8.50607528816909,71.6697843990141,3,FALSE
1.1241367335411,2.29579384904355,5.45308717564255,4,FALSE
16.9823319857065,-2.87992846686393,9.20520639666059,3,FALSE
36.3189630764561,-5.08329262956977,24.4831137959336,2,FALSE
62.2174190419157,-7.0106280175969,49.397332965545,5,TRUE
14.2227242000391,-2.64372451696545,7.45288718339635,2,FALSE
12.1268651213873,-2.36197212710977,6.26750903837895,4,FALSE
118.503400637127,-9.88752759527415,99.939500272815,4,FALSE
37.8929662351264,7.27469582576305,52.349756970393,3,FALSE
8.43923697316565,-1.65622120723128,2.58609627647168,5,TRUE
5.93076020685638,4.21749638393521,17.6916888135406,5,TRUE
76.3442280491713,9.79346944950521,95.3996220978235,5,TRUE
52.8853291308336,7.97217518091202,65.784534036976,2,FALSE
51.0752866262585,-6.18711264338344,36.2802114599376,5,TRUE
78.3169407669943,-7.8805320803076,62.3897551363722,4,FALSE
2.89152265908923,-1.31879963446409,1.31743606901648,2,FALSE
10.7079981344508,4.08949185628444,18.2195068290122,5,TRUE
-0.0342189759915315,0.536447027698159,1.63431728945895,1,FALSE
10.0596559827411,-2.09657252300531,5.6105705107145,4,FALSE
40.3010622272206,7.25936527829617,53.8313961916534,2,FALSE
3.99794295405529,3.04646006785333,8.65146297061283,2,FALSE
14.0868017392598,5.13901040423661,26.2053545399092,2,FALSE
-1.13586137135166,-0.503039248287678,-1.49484702070411,3,FALSE
42.6618560363502,7.45867260731757,55.7210735704781,5,TRUE
51.5161440955393,8.10347928665578,66.5482696319492,6,TRUE
24.9102654389614,-4.27150210365653,18.6867014516037,5,TRUE
12.6974328031446,-2.45531884022057,6.23590505262429,2,FALSE
6.39771612644374,-1.18353085126728,3.60735605886518,4,FALSE
106.637169390163,-9.48036716785282,89.6785189817773,4,FALSE
-2.54419640142212,-0.0555606745183468,-0.953571355446927,6,TRUE
64.681891099298,-7.02537041157484,49.4801397857825,5,TRUE
0.928503659264918,0.457783634774387,-0.333495362800426,5,TRUE
48.3499832837418,-6.02987470570952,36.5062312571839,6,TRUE
36.1600824232516,6.82269896380603,45.1756638790736,3,FALSE
20.4687051765797,4.69557529781014,22.8896341585602,4,FALSE
15.4160653918444,-3.28179562464356,10.5863920961464,4,FALSE
32.5778073887848,-4.62461526039988,21.5082752328155,5,TRUE
48.7602183200577,-5.87705749087036,34.7135566081681,4,FALSE
16.4887277666371,-3.50935949478298,12.6106912261274,4,FALSE
51.624293219757,8.1087444210425,66.9127326333974,3,FALSE
114.722181177535,-9.75438810419291,94.6883727360738,5,TRUE
2.64508386180061,-1.28314865753055,0.588096896702944,6,TRUE
6.93828575474138,2.97242942731827,8.55346096937316,2,FALSE
12.8137769377836,-2.77097614947706,9.95638581401955,2,FALSE
72.7524597958413,9.62871723808348,92.0459114741734,2,FALSE
76.3644239676144,9.62340795435011,92.5492993973077,3,FALSE
31.2592242723536,6.62724491674453,43.6855117531136,3,FALSE
